time,seconds_elapsed,z,y,x
1707603398600200700,0.03620068359375,0,0,0
1707603398619094800,0.0550947265625,0.15040254592895508,0.08227062225341797,-0.11290508508682251
1707603398637988900,0.07398876953125,0.053121089935302734,0.053566932678222656,-0.04330909252166748
1707603398656883000,0.092883056640625,-0.5381722450256348,-0.10317420959472656,0.09721487760543823
1707603398675777000,0.111777099609375,-0.7827038764953613,-0.11798572540283203,0.20410138368606567
1707603398694671000,0.130671142578125,-0.6101861000061035,0.03178119659423828,0.018296480178833008
1707603398713565200,0.149565185546875,-0.1430039405822754,0.09731292724609375,-0.03671371936798096
1707603398732459300,0.168459228515625,0.24434900283813477,0.13098430633544922,-0.009232699871063232
1707603398751353300,0.187353271484375,0.4822068214416504,-0.008400917053222656,0.1938527226448059
1707603398770247200,0.2062470703125,0.5622086524963379,-0.021770477294921875,-0.03744548559188843
1707603398789141200,0.225141357421875,0.6023144721984863,-0.023262977600097656,-0.09507405757904053
1707603398808035300,0.244035400390625,0.5528774261474609,-0.3800067901611328,-0.2328762412071228
1707603398826929400,0.262929443359375,0.9201111793518066,-0.1504659652709961,-0.03902238607406616
1707603398845823500,0.281823486328125,-0.15095996856689453,-0.06285572052001953,0.03508192300796509
1707603398864717600,0.300717529296875,-0.7830381393432617,-0.02367877960205078,-0.08166354894638062
1707603398883611600,0.319611572265625,-0.7245659828186035,-0.047644615173339844,-0.1072089672088623
1707603398902505500,0.33850537109375,-0.2542848587036133,-0.42919445037841797,-0.04522049427032471
1707603398921399600,0.357399658203125,0.2885141372680664,0.1009979248046875,-0.42147091031074524
1707603398940293600,0.376293701171875,0.15432214736938477,0.5817413330078125,-0.4577478766441345
1707603398959187700,0.395187744140625,0.5847949981689453,0.42324256896972656,-0.24544131755828857
1707603398978081800,0.414081787109375,-1.0770783424377441,0.037136077880859375,0.7187321782112122
1707603398996975900,0.432975830078125,-0.20168447494506836,0.14794445037841797,-0.5688745379447937
1707603399015870000,0.451869873046875,0.2841620445251465,0.04929351806640625,-0.053283095359802246
1707603399034763800,0.470763671875,0.7536320686340332,-0.2945528030395508,0.14560562372207642
1707603399053657900,0.489657958984375,0.5742464065551758,-0.054668426513671875,0.28222715854644775
1707603399072552000,0.508552001953125,-0.705686092376709,0.2247943878173828,0.3601924777030945
1707603399091446000,0.527446044921875,-0.779116153717041,0.4543466567993164,-0.11203968524932861
1707603399110340000,0.546340087890625,0.24300146102905273,0.46219825744628906,-0.04515564441680908
1707603399129234200,0.565234130859375,0.39228200912475586,-0.09526824951171875,0.2715719938278198
1707603399148128000,0.5841279296875,0.1375408172607422,-0.3369603157043457,0.1638864278793335
1707603399167022000,0.60302197265625,-0.5855288505554199,0.016005516052246094,0.006540775299072266
1707603399185916200,0.621916259765625,-0.9283766746520996,0.15987300872802734,-0.08243262767791748
1707603399204810200,0.640810302734375,-1.0806121826171875,-0.08450126647949219,-0.012500524520874023
1707603399223704300,0.659704345703125,-1.345123291015625,-0.20015811920166016,-0.33401763439178467
1707603399242598400,0.678598388671875,-1.4474434852600098,0.13173198699951172,-0.09091460704803467
1707603399261492500,0.697492431640625,-0.6707520484924316,0.42171287536621094,-0.12323760986328125
1707603399280386600,0.716386474609375,-0.08175230026245117,0.3991522789001465,-0.25076985359191895
1707603399299280600,0.73528076171875,1.2131009101867676,0.2039041519165039,0.2120192050933838
1707603399318174500,0.754174560546875,1.395888328552246,0.5445575714111328,1.1257693767547607
1707603399337068500,0.773068603515625,1.956343650817871,0.2476816177368164,1.7042107582092285
1707603399355962600,0.791962646484375,2.404116153717041,-0.6500592231750488,2.5464348793029785
1707603399374856700,0.810856689453125,3.027230739593506,0.05832481384277344,3.7812490463256836
1707603399393750800,0.829750732421875,1.0469064712524414,0.007321834564208984,2.4417858123779297
1707603399412644900,0.848644775390625,3.7364091873168945,-1.5515251159667969,-0.14884614944458008
1707603399431539000,0.8675390625,5.921238899230957,-2.3578720092773438,0.2781181335449219
1707603399450433000,0.88643310546875,4.751805305480957,-3.024427890777588,-2.592987537384033
1707603399469326800,0.905326904296875,4.1512603759765625,-3.4808058738708496,-3.4883031845092773
1707603399488221000,0.924220947265625,3.116791248321533,-3.8762741088867188,-2.9397788047790527
1707603399507115000,0.943114990234375,1.417109727859497,-3.585263729095459,-2.702969789505005
1707603399526009000,0.962009033203125,-0.02534615993499756,-4.1377105712890625,-2.873378038406372
1707603399544903200,0.980903076171875,0.5005122423171997,-3.7177562713623047,-1.9662446975708008
1707603399563797200,0.99979736328125,2.3800339698791504,-1.274724006652832,1.847301959991455
1707603399582691300,1.01869140625,0.009776771068572998,2.789745330810547,7.430166244506836
1707603399601585400,1.03758544921875,-7.937272548675537,5.945564270019531,6.677116394042969
1707603399620479500,1.0564794921875,-14.094549179077148,7.281020164489746,3.868722438812256
1707603399639373300,1.075373291015625,-16.268413543701172,5.552757263183594,2.628845691680908
1707603399658267400,1.094267333984375,-14.311344146728516,3.469080924987793,1.45890474319458
1707603399677161500,1.113161376953125,-9.866104125976562,-0.22091960906982422,1.362403154373169
1707603399696055600,1.1320556640625,-5.233712196350098,-4.7576398849487305,0.23526859283447266
1707603399714949600,1.15094970703125,0.040791094303131104,-9.413783073425293,-1.5149346590042114
1707603399733843700,1.16984375,8.973264694213867,-10.292549133300781,-2.1994991302490234
1707603399752737800,1.18873779296875,14.310853958129883,-9.83652114868164,-0.726834774017334
1707603399771631900,1.2076318359375,13.960339546203613,-8.227588653564453,-1.015380859375
1707603399790526000,1.22652587890625,8.387325286865234,-7.965415000915527,-3.460714340209961
1707603399809419800,1.245419677734375,3.183699607849121,-5.82558536529541,-3.1043004989624023
1707603399828313900,1.26431396484375,-0.10059067606925964,-0.8140497207641602,-1.5047767162322998
1707603399847208000,1.2832080078125,-3.035900115966797,2.9205474853515625,1.9112727642059326
1707603399866102000,1.30210205078125,-6.945044994354248,6.987645149230957,3.291736125946045
1707603399884996000,1.32099609375,-8.236780166625977,9.269104957580566,4.336881637573242
1707603399903890200,1.33989013671875,-8.91712760925293,8.270241737365723,5.119141578674316
1707603399922784300,1.3587841796875,-7.9231343269348145,5.240657806396484,5.291425704956055
1707603399941678300,1.37767822265625,-5.871862411499023,1.5499849319458008,6.083351135253906
1707603399960572200,1.396572265625,-3.620563507080078,-1.1009082794189453,4.964318752288818
1707603399979466200,1.41546630859375,1.1991028785705566,-2.0743541717529297,2.699007987976074
1707603399998360300,1.4343603515625,0.8946774005889893,-5.215198516845703,-0.0070694684982299805
1707603400017254400,1.45325439453125,3.718648910522461,-7.806407928466797,-2.5690548419952393
1707603400036148500,1.4721484375,6.661499500274658,-8.139167785644531,-3.3116302490234375
1707603400055042600,1.49104248046875,7.418215751647949,-9.087456703186035,-4.221313953399658
1707603400073936600,1.5099365234375,6.242701053619385,-9.090293884277344,-3.7947850227355957
1707603400092830700,1.528830810546875,4.1466193199157715,-8.102405548095703,-2.6676645278930664
1707603400111724800,1.547724853515625,2.6203644275665283,-5.704422950744629,-0.7855511903762817
1707603400130618600,1.56661865234375,0.529442310333252,-2.4535698890686035,0.8785250186920166
1707603400149512700,1.5855126953125,-2.174973249435425,1.3341846466064453,1.583179235458374
1707603400168406800,1.60440673828125,-4.600006103515625,4.678112983703613,0.9685060381889343
1707603400187300900,1.62330078125,-6.825553894042969,7.95328426361084,2.3677918910980225
1707603400206195000,1.64219482421875,-9.889511108398438,8.882294654846191,-0.8984296321868896
1707603400225089000,1.661089111328125,-10.029643058776855,9.96816635131836,-4.341721534729004
1707603400243983000,1.679983154296875,-9.159064292907715,7.611883163452148,-3.700524091720581
1707603400262877200,1.698877197265625,-7.097265243530273,3.8215694427490234,-0.800349235534668
1707603400281771300,1.717771240234375,-4.734530448913574,-0.7454605102539062,3.6356301307678223
1707603400300665000,1.7366650390625,-2.5609257221221924,-5.457682132720947,4.837372779846191
1707603400319559200,1.75555908203125,-0.41209685802459717,-9.259078979492188,2.773709774017334
1707603400338453200,1.774453369140625,2.1295547485351562,-11.083539009094238,1.5591022968292236
1707603400357347300,1.793347412109375,2.8843586444854736,-10.997283935546875,0.03640127182006836
1707603400376241400,1.812241455078125,6.050114631652832,-9.124099731445312,-1.0520544052124023
1707603400395135500,1.831135498046875,12.769641876220703,-5.414880275726318,-0.918057918548584
1707603400414029600,1.850029541015625,14.768314361572266,-2.803891181945801,0.4627799987792969
1707603400432923600,1.868923583984375,6.378091335296631,-4.442273139953613,0.8352713584899902
1707603400451817500,1.8878173828125,-4.240093231201172,-3.615542411804199,0.0010228157043457031
1707603400470711600,1.906711669921875,-5.436521530151367,1.1725044250488281,-3.2813525199890137
1707603400489605600,1.925605712890625,-5.598233699798584,5.33489990234375,-4.808956146240234
1707603400508499700,1.944499755859375,-7.658805847167969,9.027181625366211,-3.4549317359924316
1707603400527393800,1.963393798828125,-8.40938949584961,9.367769241333008,-2.0467019081115723
1707603400546287900,1.982287841796875,-6.159610748291016,7.342278480529785,-1.563662052154541
1707603400565182000,2.001181884765625,-3.8082101345062256,4.101518154144287,-1.5111083984375
1707603400584076000,2.020075927734375,-2.4066426753997803,1.5096712112426758,-0.0850682258605957
1707603400602970000,2.03897021484375,-0.8854801654815674,-1.7010793685913086,2.086920738220215
1707603400621864000,2.057864013671875,2.004216194152832,-4.696037769317627,3.078155517578125
1707603400640758000,2.076758056640625,6.115113258361816,-8.131282806396484,3.9045562744140625
1707603400659652000,2.095652099609375,8.614521026611328,-11.440763473510742,4.471673011779785
1707603400678546200,2.114546142578125,8.005204200744629,-11.50601577758789,5.4316534996032715
