time,seconds_elapsed,z,y,x
1707576936422411000,0.039410888671875,0,0,0
1707576936441303600,0.058303466796875,0.06626033782958984,0.0009636878967285156,-0.05560505390167236
1707576936460196000,0.077196044921875,0.12090396881103516,-0.026027202606201172,-0.0964205265045166
1707576936479088600,0.096088623046875,0.11658000946044922,-0.06682300567626953,-0.06910324096679688
1707576936497981200,0.114981201171875,0.09676456451416016,-0.02835559844970703,-0.02973484992980957
1707576936516873700,0.133873779296875,0.04007434844970703,0.04413127899169922,-0.057338833808898926
1707576936535766300,0.152766357421875,-0.0027189254760742188,0.11414146423339844,-0.08086287975311279
1707576936554659000,0.1716591796875,-0.04832744598388672,0.11994647979736328,-0.05360615253448486
1707576936573551400,0.19055126953125,-0.08109855651855469,0.11287593841552734,-0.06471705436706543
1707576936592444200,0.209444091796875,-0.07506847381591797,0.11089277267456055,-0.02326977252960205
1707576936611336700,0.228336669921875,-0.054508209228515625,0.06388616561889648,0.04778850078582764
1707576936630229200,0.247229248046875,-0.0037202835083007812,0.061719417572021484,0.1020660400390625
1707576936649121800,0.266121826171875,0.046436309814453125,0.04018878936767578,0.1675424575805664
1707576936668014300,0.285014404296875,0.06305122375488281,0.027033329010009766,0.19665884971618652
1707576936686907000,0.303906982421875,0.043460845947265625,-0.01643657684326172,0.2062758207321167
1707576936705799400,0.32279931640625,0.07053279876708984,-0.04082012176513672,0.19218575954437256
1707576936724692000,0.34169189453125,-0.009037971496582031,-0.054877281188964844,0.15467393398284912
1707576936743584500,0.36058447265625,-0.01672649383544922,-0.08925962448120117,0.13299119472503662
1707576936762477000,0.37947705078125,0.03446388244628906,-0.037189483642578125,0.03737473487854004
1707576936781369600,0.39836962890625,0.08625030517578125,-0.02862405776977539,-0.07165360450744629
1707576936800262100,0.41726220703125,0.09119510650634766,-0.012006759643554688,-0.14603793621063232
1707576936819154700,0.43615478515625,0.06964302062988281,-0.02732992172241211,-0.18470048904418945
1707576936838047200,0.455047119140625,-0.022798538208007812,-0.008050918579101562,-0.20493805408477783
1707576936856939800,0.473939697265625,-0.06885910034179688,0.020497798919677734,-0.19303524494171143
1707576936875832300,0.492832275390625,-0.08928298950195312,0.04390239715576172,-0.15533149242401123
1707576936894725000,0.51172509765625,-0.11932945251464844,0.03870534896850586,-0.07988846302032471
1707576936913617400,0.530617431640625,-0.08870983123779297,0.030494213104248047,-0.004183053970336914
1707576936932510200,0.54951025390625,-0.008879661560058594,0.03967761993408203,0.04295611381530762
