time,seconds_elapsed,z,y,x
1707603329278792000,0.0307919921875,0,0,0
1707603329297685500,0.049685546875,-0.010054588317871094,-0.03864431381225586,0.015036851167678833
1707603329316579000,0.0685791015625,-0.08456039428710938,-0.05527973175048828,0.027368247509002686
1707603329335473000,0.087472900390625,-0.07630443572998047,-0.01257467269897461,0.07866749167442322
1707603329354366500,0.106366455078125,0.035832881927490234,-0.01412057876586914,0.07521799206733704
1707603329373260000,0.125260009765625,0.035115718841552734,-0.004399299621582031,0.11337964236736298
1707603329392153900,0.14415380859375,0.08713245391845703,0.05154705047607422,0.09617210924625397
1707603329411047400,0.16304736328125,0.13451671600341797,0.06588077545166016,-0.188023179769516
1707603329429941200,0.181941162109375,0.20731878280639648,0.1020975112915039,-0.36688709259033203
1707603329448834800,0.200834716796875,0.2029585838317871,0.27750682830810547,-0.12312610447406769
1707603329467728400,0.219728271484375,0.2110433578491211,0.08008241653442383,-0.16990779340267181
1707603329486622200,0.238622314453125,0.20904064178466797,-0.0018405914306640625,-0.15549761056900024
1707603329505515800,0.257515869140625,0.20281410217285156,0.052659034729003906,0.05001968517899513
1707603329524409600,0.27640966796875,0.12305593490600586,0.09917593002319336,0.2038073092699051
1707603329543303200,0.29530322265625,-0.10624361038208008,0.0728917121887207,0.2982012629508972
1707603329562196700,0.31419677734375,-0.3267831802368164,0.08475065231323242,-0.011891452595591545
1707603329581090600,0.333090576171875,-0.41370582580566406,0.21976852416992188,-0.29008951783180237
1707603329599984000,0.351984130859375,-0.48119449615478516,0.21834945678710938,-0.20434820652008057
1707603329618877700,0.370877685546875,-0.3466529846191406,0.20173978805541992,0.01745869219303131
1707603329637771300,0.389771240234375,-0.08574295043945312,0.16711807250976562,0.040620043873786926
1707603329656665000,0.4086650390625,0.08919477462768555,0.1275339126586914,-0.21334560215473175
1707603329675558700,0.42755859375,0.09336185455322266,0.1549820899963379,-0.42662855982780457
1707603329694452500,0.446452392578125,0.10611152648925781,0.2963576316833496,-0.6097903251647949
1707603329713346000,0.465345947265625,0.3476262092590332,0.06125974655151367,-0.6634906530380249
1707603329732239600,0.484239501953125,0.6342644691467285,0.2746109962463379,-0.4539373517036438
1707603329751133400,0.503133544921875,0.7505068778991699,-0.0016641616821289062,-0.5682467222213745
1707603329770027000,0.522027099609375,0.691643238067627,-0.12583255767822266,-0.12442198395729065
1707603329788920800,0.5409208984375,0.5729799270629883,-0.44982242584228516,-0.29006972908973694
1707603329807814400,0.559814453125,0.5580058097839355,-1.2185916900634766,-0.36962440609931946
1707603329826708000,0.5787080078125,0.15085887908935547,-1.3172173500061035,-0.7931223511695862
1707603329845601800,0.597601806640625,-0.6217646598815918,-1.051619052886963,-0.8534517884254456
1707603329864495400,0.616495361328125,-0.8064150810241699,-0.9315123558044434,-1.2564162015914917
1707603329883389000,0.635388916015625,-0.7721357345581055,-0.3019399642944336,-0.3175402879714966
1707603329902282800,0.65428271484375,0.27474164962768555,0.38550519943237305,1.5121759176254272
