time,z,y,x
1707531231618200000,4.132166386,2.407437325,1.56857419
1707531231637090000,3.499654293,2.088180542,1.213440776
1707531231655990000,2.047732592,0.355517387,0.375700951
1707531231674880000,1.127150416,-1.079366684,-1.13587296
1707531231693770000,1.061011434,-2.384228706,-1.161980629
1707531231712660000,-0.288538575,-2.972497463,-0.870819092
1707531231731560000,-3.011048079,-3.394790173,-1.155622005
1707531231750450000,-4.761034012,-3.767054081,-1.038608432
1707531231769340000,-5.962973595,-4.447378159,-0.642330885
1707531231788240000,-6.00945282,-5.472998142,0.107499719
1707531231807130000,-4.666719437,-5.572138786,0.066617489
1707531231826020000,-3.17671895,-5.332439899,0.147266269
1707531231844920000,-2.242427826,-5.009993553,0.62340939
1707531231863810000,-3.204676867,-3.921203613,0.642754078
1707531231882700000,-5.483929157,-2.299254417,0.838055015
1707531231901590000,-6.567426205,-0.444232941,1.401689649
1707531231920490000,-5.591629505,2.679272652,0.454578161
1707531231939380000,-3.573794365,4.544548988,0.900232315
1707531231958270000,-0.358970165,6.913126945,1.192159653
1707531231977170000,1.64172554,6.031752586,2.490091324
1707531231996060000,2.111680508,3.660747528,2.902206898
1707531232014950000,2.817789555,0.909323692,1.353557467
1707531232033850000,3.818778515,-0.788612366,-0.495777816
1707531232052740000,4.70113945,-1.257899761,-1.395112872
1707531232071630000,3.205425262,-1.771791458,-2.19476819
1707531232090530000,3.893190861,-3.063371181,-0.689882576
1707531232109420000,3.862654209,-3.064202309,0.712497115
1707531232128310000,3.201731682,-2.494464874,1.346078753
1707531232147200000,2.322011471,-2.0672822,0.791849852
1707531232166100000,1.021512508,-2.346162796,-1.879088402
1707531232184990000,-0.553504467,-1.953575611,-1.713886857
1707531232203880000,-1.935399532,-0.691606522,-0.052772403
1707531232222780000,-3.834702492,-0.201630116,1.134163499
1707531232241670000,-1.450520039,0.448136806,0.883181691
1707531232260560000,0.957472324,1.468237877,0.802027822
1707531232279460000,2.057633877,1.595324993,-0.158121824
1707531232298350000,3.813334942,1.759748936,-1.010508895
1707531232317240000,3.646154881,2.141456604,-2.388114452
1707531232336140000,2.3918643,1.005702496,-1.847872019
1707531232355030000,1.516967773,-0.138453484,-0.721166611
1707531232373920000,0.52842474,-1.024235725,-0.080204308
1707531232392810000,0.227039337,-1.314020634,-0.201244533
1707531232411710000,0.777500629,-0.962993622,-0.338397056
1707531232430600000,0.893748283,-0.720191002,-0.266140521
1707531232449490000,0.621094704,-0.432188511,0.069127858
1707531232468390000,0.307718754,-0.387470722,0.788613915
1707531232487280000,-0.573270798,-0.092748165,0.954212189
1707531232506170000,-1.254856586,0.189146042,0.519660234
1707531232525070000,-1.536149502,0.193692207,-0.166649878
1707531232543960000,-1.334656715,-0.077777863,-0.381757259
1707531232562850000,-0.392672539,0.096931458,-0.722459137
1707531232581750000,-0.068019867,-0.047667027,-0.277842939
1707531232600640000,0.424766541,0.119785309,-0.182543397
1707531232619530000,0.22647047,-0.103850365,-0.060070276
1707531232638420000,0.389062881,-0.13016367,-0.400988936
1707531232657320000,0.449336052,-0.059175014,-0.135553896
1707531232676210000,0.382651329,0.319428921,-0.197680056
1707531232695100000,-0.072080135,-0.240372658,0.182624221
1707531232714000000,-0.154140949,-0.512722492,0.027380228
1707531232732890000,-1.213472843,-0.788774967,0.257175326
1707531232751780000,-0.681407452,-0.270292282,-0.284117222
1707531232770680000,-0.227431297,0.389497757,0.477308512
1707531232789570000,0.15915823,0.315553665,0.514124453
1707531232808460000,0.658183575,0.201102734,-0.026750565
1707531232827360000,0.860176563,0.12045002,-0.219405055
1707531232846250000,0.557186127,0.109033585,-0.240457356
1707531232865140000,0.296728611,0.077381134,-0.388488293
1707531232884030000,0.263681412,0.03690958,-0.173168242
1707531232902930000,0.184082985,0.071437359,0.045977056
1707531232921820000,0.098397732,0.0535779,0.112739444
1707531232940710000,0.086208344,-0.129815578,0.035954595
1707531232959610000,0.269414902,-0.153713226,-0.079161108
1707531232978500000,0.191932678,-0.149024963,-0.094912648
1707531232997390000,0.015409946,-0.080223083,-0.090428412
1707531233016290000,-0.120103359,-0.048742294,0.029844105
1707531233035180000,-0.144279957,-0.008601665,-0.030575693
1707531233054070000,-0.097634315,0.138933182,-0.129686952
1707531233072970000,-0.039868832,0.065327168,-0.142915606
1707531233091860000,0.218337536,0.04620409,0.009600222
1707531233110750000,0.571596622,-0.015830517,0.0633986
1707531233129650000,0.745886803,-0.067579746,0.033789396
1707531233148540000,0.327685833,-0.058670044,-0.023788869
1707531233167430000,-0.180175304,-0.034380436,-0.005688787
1707531233186320000,-0.387598991,-0.176713943,0.018123567
1707531233205220000,-0.172221661,-0.209618092,-0.055712461
1707531233224110000,-0.043354034,-0.091101646,-0.150264382
1707531233243000000,-0.119753361,-0.001883507,0.160221994
1707531233261900000,-0.279065132,0.125748158,0.117725134
1707531233280790000,-0.241138458,0.130207062,-0.01678288
1707531233299680000,0.055751801,0.090891361,-0.212666988
1707531233318580000,0.181203842,0.058503628,-0.358672261
1707531233337470000,0.072080612,-0.077054977,-0.228137255
1707531233356360000,0.03734684,-0.065389156,-0.008829415
1707531233375260000,0.35783577,-0.007070065,-0.28225112
1707531233394150000,0.277299881,0.020599365,0.218258321
1707531233413040000,0.36538887,-0.05461216,0.318969965
1707531233431930000,-0.044503689,-0.277669907,-0.130356789
